16_1,,16_2,,16_3,,16_4,,16_5,
X,Y,X,Y,X,Y,X,Y,X,Y
0.5798712300914701,1183.8681692310784,0.624101764095812,1347.0523280241032,0.49493492926123395,1250.771653653719,4.228836459863373,773.6848247614398,3.4906114457008925,1706.193190188249
3.4092110532638884,1808.3222487498278,3.5005072612180754,742.2315793873568,3.5025077279937022,1438.248416356204,11.317491321149447,18346.246288815906,10.372309094344132,18221.548779033314
7.261513816579871,10996.622922448732,7.480293020752455,5781.255997195607,7.486027227491292,9761.93115993905,13.518622774284523,21928.30317187922,12.54270541914326,17931.83874861995
10.308370044052836,18336.010502278397,10.384001721613828,16859.32400445307,10.461566673249393,16175.129225006065,18.479553208920606,17134.739463651873,17.547983418353056,19420.48810601102
12.498426683448685,19675.52699863282,12.535424932484233,20409.300511277528,12.530246853517525,20578.79822173198,22.375038893742527,19795.817436767087,21.417219573455952,14718.475025312422
17.497797356828173,14149.284773945838,17.551494719837123,12405.411980308127,17.571509109701367,16634.99925795519,25.46237715514235,16318.720381413863,28.29081634199497,18939.43220321134
21.372594481799126,15942.1299945496,21.43281678005569,13068.681493930111,21.419081118927778,14067.551763428957,29.198642760895183,15526.69379571345,39.61477320898683,16781.817184225627
24.475770925110112,16393.7903353156,24.553506929394615,17675.56874381812,24.53205748007869,18872.82446282376,32.215816916489615,17331.1580353062,42.26419497882836,15276.006481890523
28.27173665963452,17588.928930492533,28.315006205850466,17551.749385513147,28.290652667440582,19256.72725742169,35.56871041239947,19985.779252210326,7.4157303370786565,9929.078014184255
34.581337605126144,20823.026744974035,31.283632847664492,14052.63927780342,31.301349747565297,18250.679823883765,40.572006281371074,20625.213559931784,0.6741573033707766,1134.751773049502
39.61009211053261,20437.577686767196,34.80814150752829,16558.127785740595,34.61829275315756,18939.4322032114,43.17060623838222,15742.260664604386,24.49438202247191,17730.49645390056
31.19652587844748,18265.264771078262,39.62007801820418,18966.141331398278,39.62207848497985,13035.131787420352,1.1937206151884538,1134.751773049793,31.235955056179762,17446.808510638133
,,,,42.260194045277245,14410.10585685115,8.25085664196348,9219.85815602851,34.60674157303367,18156.02836879417
