Spoilage_a,,Ec_a,,St_a,,Spoilage_b,,Ec_b,,St_b,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0,4.415835266821344,0,4.097653448639528,-0.011600928074245953,3.779508542501583,-0.007305998250746626,4.501154819078345,-0.01366928704978676,3.7901162151262966,-0.012679442125492102,3.900722220185502
0.9976798143851497,5.208115376502847,1.009280742459398,4.619442100822609,1.009280742459397,4.221714828095338,1.0177019885932168,4.702973200865197,0.986922524994899,3.596986472119367,1.0106316677053933,3.9129303075851443
1.9837587006960553,6.095886943682766,1.9837587006960553,5.714068761864582,1.9953596287703008,4.998122758911619,1.9992510697133667,4.715327931957326,2.0119305118388624,3.7988048539062227,1.9931705937498378,4.0358910437364806
2.993039443155452,7.6040392322294865,2.993039443155452,6.617675595865851,2.993039443155453,5.806311959502213,3.013276491444916,6.023279686182498,3.0142192008966227,3.7952854052865064,3.0161988907452155,4.016497415404919
3.990719257540603,8.730410251001897,3.9791183294663557,7.7281744357730435,3.990719257540602,6.630410251001898,4.99758561634868,8.418117828206917,4.979155646567751,4.025406019723578,4.986225967455578,4.815448913003628
4.280742459396752,9.318123813541446,4.280742459396754,8.427214722632355,4.292343387470998,6.62945053786121,6.990473397263003,9.438208014077798,6.991086158406613,4.840011731495401,6.977134058521308,5.614327088756096
4.988399071925754,9.634053997047037,5,8.934017085003163,4.988399071925754,7.215872178865217,7.970184194952317,9.245151592917114,7.977725870565994,5.421197345749168,7.979281341161318,5.595006782270779
,,,,,,8.995333588214041,9.462770832569568,9.006410424271628,6.03383803204165,9.003582295916498,5.717820874729631
